id,name,country,marketcap,revenue,earnings,employees,dividends,pe_ratio
105,Assurant,USA,9451411882.5874,10539147213.781,840397829.0081,14200,1.18,15.7218
106,Atmos Energy,USA,22744772968.124,3959787210.1804,1219947252.1091,5260,0.49,21.9113
107,Autodesk,USA,52864029499.337,5436205687.6421,1118589038.6105,15300,0.89,64.5391
108,Automatic Data Processing,USA,105498179104.92,17610411457.86,4548100806.9873,64000,0.33,31.0306
109,AutoZone,USA,60136455314.521,16189025676.798,2766392315.4879,75600,0.2,30.7434
110,Ni podatka,USA,11426645555.375,7484011608.3264,824980828.47595,35000,1.26,19.0529
111,Ni podatka,USA,38475328924.601,23647109316.23,3035436104.7745,57000,1.75,14.7938
112,Ni podatka,USA,12137288974.464,10618030866.504,626101521.61121,16000,0.46,26.8402
113,Baxter,USA,10733959858.505,9324715821.8622,,38000,0.53,2089.8600721359
114,Becton Dickinson,USA,46951117712.009,18317109632.254,1615359055.7575,70000,2.12,34.3357
115,Best Buy,USA,13152820750.189,35500213225.365,1020948035.2402,85000,3.7,15.4268
116,Biogen,USA,16657623475.709,8562430795.5503,1539730103.147,7605,2.72,13.0561
117,BlackRock,USA,149937359231.08,18477275137.782,7744473267.3168,22600,0.1,27.0256
118,Booking Holdings (Booking.com),USA,156894055400.04,21433913239.837,5081614675.4026,24500,0.65,38.8827
119,BorgWarner,USA,7952965163.0894,12026116915.107,399985513.80634,38300,1.42,34.386
120,Ni podatka,USA,10853115813.722,2956184157.0389,65677278.76699,816,0.87,2389.0
121,Boston Scientific,USA,134209330950.09,15840111546.755,2569500088.6917,53000,0.11,62.2059
122,Ni podatka,USA,25789518584.132,5900600003.6716,1023089285.3141,14000,0.42,38.2545
124,Cadence Design Systems,USA,82686920027.361,4358974465.9592,1300877939.9025,12837,2.14,95.2393
125,Ni podatka,USA,8079220886.8713,8757712802.2909,813675028.08571,14400,1.4,20.8158
126,Capital One,USA,124415098914.61,36641927764.773,,53900,1.15,115.299
127,Capri Holdings,UK,2199376743.0521,3573318123.3406,,9700,0.09,1847.4705637693
128,Ni podatka,USA,7991124993.9105,22942692857.915,1394296398.1271,30048,0.16,15.5037
129,Caterpillar,USA,174508638218.61,54078555366.635,10451869860.768,112900,0.52,22.0096
130,Cboe Global Markets,USA,21074905647.509,3881486833.9777,1134776889.1692,1685,1.13,30.7128
131,CDW Corporation,USA,18619529405.06,18738764596.808,1432753249.4545,15100,0.39,20.4525
132,Celanese,USA,4395945591.2233,8512753793.8356,,11000,0.61,4014.415638566
133,Centene,USA,11938200763.816,152619740267.99,2950642601.8476,60400,1.6,6.97297
134,Ni podatka,USA,20958025652.69,7693083265.543,990114034.17587,8872,0.66,26.5816
136,Ni podatka,USA,12112505125.161,5521855690.5985,1749829560.3991,2800,1.11,11.3982
137,Charles Schwab,USA,150949313495.26,18522669639.349,8055382778.0485,32100,0.23,26.0295
138,Chipotle Mexican Grill,USA,48706348896.05,9916156500.277,1712272034.1027,130504,0.56,37.531
139,Ni podatka,USA,19214680331.971,5195529179.3346,586102970.23058,5750,1.01,39.0212
140,The Cigna Group,USA,68358525825.267,223734937722.68,7114945745.5873,71295,0.32,16.4738
142,Ni podatka,USA,20545788269.117,9997068345.0699,1923699066.4005,5624,0.4,13.1674
143,Cintas,USA,71901790088.882,8856365332.1961,1939287366.9386,46500,2.29,47.5074
144,Citizens Financial Group,USA,19270534768.203,6724381732.1062,1713000059.1278,17315,0.5,15.7583
146,Clorox,USA,12355118995.423,6084576210.022,923307031.86989,7400,0.87,21.0607
147,CME Group,USA,82342686060.151,5519286190.5098,4295518948.2689,3760,1.24,25.7749
148,Ni podatka,USA,18256850949.534,6866560737.0138,1658184057.2357,8324,1.38,21.0718
149,Cognizant Technology Solutions,USA,30001280216.357,17546259605.646,2742513094.6636,336300,0.82,14.5772
150,Colgate-Palmolive,USA,57746768814.627,17129144091.249,3601582624.3162,34000,1.22,23.4986
151,Comerica,USA,7795983535.3988,2838441097.9748,788836527.22836,7860,0.32,13.4639
152,Ni podatka,USA,7703927734.4613,9946363543.3197,1349330146.575,18500,1.93,27.2319
154,ConocoPhillips,USA,105313653532.59,49503988708.735,11723772404.671,11800,0.56,13.1971
155,Consolidated Edison,USA,30324559560.892,13835901477.575,2030761570.096,15097,1.9,17.7202
156,Ni podatka,USA,40373811424.179,3932071725.7237,1407803403.5933,13086,0.29,31.6558
157,Corning,USA,50573541544.692,12167439419.985,1001248534.5602,56300,2.5,72.5579
158,Ni podatka,USA,43228169225.359,14712101007.819,1933120566.7257,22000,0.95,36.2537
159,Coty,USA,3235032350.128,5047269024.2171,,11791,3.1,370.86451280117
160,Crown Castle,USA,36455072457.556,4643943160.2955,,3900,2.41,8371.4312889576
161,CSX Corporation,USA,52150049759.109,12123757918.477,3486811620.3547,23400,0.37,20.0892
162,Ni podatka,USA,47432074189.666,28881180996.895,3466255619.6451,69600,0.13,18.7901
163,CVS Health,USA,78367461176.954,331158027930.62,8182144782.424,219000,0.29,17.1762
164,Ni podatka,USA,43130023147.348,29613745472.181,4492171355.0568,14766,0.84,13.4697
165,Ni podatka,USA,20642809961.298,10343693907.034,1169722090.3754,191105,0.22,23.1738
166,DaVita,USA,8330443062.0708,11272677821.1,1235441337.6439,76000,1.11,13.0672
167,Deere &amp; Company (John Deere),USA,113996066196.06,38081704314.47,8932438808.322,35200,0.33,23.6953
168,Delta Air Lines,USA,34656721690.842,53037907830.715,5448196688.056,100000,1.16,8.92939
169,Ni podatka,USA,36985922898.663,12002991414.309,4677346661.4485,1983,1.43,10.602
170,Digital Realty,USA,50146422274.397,4940174830.0205,1221831552.1741,3936,0.68,42.1425
175,Dollar Tree,USA,20109165219.678,12492395531.201,1298796644.8307,64434,0.32,9635.6253325939
176,Dominion Energy,USA,43719092567.745,13041925950.17,4404979652.0472,14700,0.88,21.7888
177,Dover,USA,21328702859.213,6705589264.9575,1245599427.9945,24000,0.61,10.8671
178,Dow,USA,14917060176.718,35817974736.333,,36000,0.69,2104.4205726385
179,Ni podatka,USA,24269580483.668,12163156919.837,1143427539.4678,4750,1.38,19.2254
180,Ni podatka,USA,2175506566.8682,10958061378.241,750294025.89798,120000,0.84,6.78947
181,Ni podatka,USA,6705749389.3511,7953459274.5304,855643529.53434,14000,0.94,9.46944
182,eBay,USA,36323826284.961,8967555309.5341,2377644082.0694,11500,0.93,20.0866
184,Ni podatka,USA,18036276620.256,15022154018.521,4393845151.6628,14013,1.19,8.86872
185,Edwards Lifesciences,USA,40846604264.307,4869288318.0737,1435665349.555,15800,0.41,11.6542
186,Electronic Arts,USA,36643551798.461,6401481220.9606,1271046043.8728,14500,0.93,42.5348
187,Emerson,USA,64858244323.583,15227714025.617,2754504095.0775,73000,0.82,28.7699
188,EOG Resources,USA,58146734430.225,19452828671.455,6469144723.2962,3150,1.19,12.0019
189,Equifax,USA,25730622517.587,5002131472.6591,741814675.6053,15000,0.87,47.3495
190,Equinix,USA,65912262194.973,7659679764.39,1410655548.6917,13606,0.53,76.7171
191,Ni podatka,USA,22008335331.184,2607840456.0151,911752846.47107,2500,0.23,24.4532
192,Ni podatka,USA,15848797142.255,1575602893.8853,897877545.99214,1712,0.11,21.5189
193,Estee Lauder,USA,28287637275.159,12664209437.132,,44020,0.91,7860.1007713079
194,Evergy,USA,14037468577.461,5036477123.8446,1261196293.5328,4731,1.18,16.9548
195,Eversource Energy,USA,20438399774.658,11126970892.571,2122013083.2458,10000,0.77,27.5966
196,Exelon Corporation,USA,37854871422.993,20355579702.616,4279930647.7308,20000,1.42,16.2268
197,Expeditors,USA,14097991582.942,9655444743.278,993154609.28082,19203,0.86,19.7203
198,Ni podatka,USA,27012515332.65,2833571895.3067,1439785114.6972,8012,0.53,30.872
199,F5,USA,15666402816.087,2590617953.4206,653202895.54667,6114,0.21,27.7352
200,Fastenal,USA,49324620774.031,6658773829.8416,1343848546.3858,21339,0.04,48.25
201,Ni podatka,USA,7420636005.5149,1058423337.5337,306795741.0897,304,0.47,25.2709
202,Fidelity National Information Services,USA,31207379603.396,8836510805.0108,1066342536.8071,50000,0.0,387.5
204,FirstEnergy,USA,21542448430.239,12033825415.373,1614502555.728,12294,0.48,23.0476
206,Fiserv,USA,64088104931.624,18082428624.153,4105204641.6998,38000,0.24,22.6801
209,Fortinet,USA,52038568921.213,5428411537.3731,1970635268.0206,14556,1.48,31.3399
210,Fortive,USA,13912567905.246,5265676531.7559,886049280.58386,18000,1.15,21.5291
213,Fox Corporation,USA,21648847605.496,13960950481.892,2621746590.4951,10200,0.18,13.4074
214,Franklin Resources,USA,11357396719.448,7398618555.3789,497626517.17663,10000,0.39,37.5588
215,Freeport-McMoRan,USA,54563430804.716,22114830763.34,5897002703.5475,28500,1.14,33.4424
216,Ni podatka,USA,6927432755.9789,12985396948.218,1020948035.2402,82000,2.78,9.26496
217,General Dynamics,USA,74856830414.113,43058825986.266,4551441157.1026,110000,0.17,21.5744
218,General Electric,USA,250681670125.57,35638109730.124,8276359785.676,53000,0.97,38.1743
219,General Mills,USA,22183513240.335,16690273476.1,2428177583.8137,34000,1.64,10.5764
220,General Motors,USA,47695955791.606,160679405546.19,6087145710.1107,162000,0.44,5.50753
221,Ni podatka,USA,16596320767.417,20359746575.26,903419101.18341,63000,0.39,23.9364
222,Gilead Sciences,USA,119623566410.02,24720303853.273,6167656712.8897,17600,1.19,22.2451
223,Ni podatka,USA,9745045856.2428,5039126278.4361,1246832788.0371,3732,0.02,11.1211
224,Global Payments,USA,18331490171.822,8124573419.9368,2038178860.352,27000,0.43,15.3962
225,Goldman Sachs,USA,194776715466.3,48146436161.876,17000669086.814,46600,0.21,16.3558
226,Ni podatka,USA,41561089188.809,14972477016.807,2302272079.4678,23500,0.25,25.9721
227,Ni podatka,USA,5751194934.1306,3221292328.6897,736175479.41065,4200,1.51,10.9195
228,Halliburton,USA,16525638821.937,19043421657.324,2472715585.351,48000,1.48,10.5748
229,Ni podatka,USA,1918037121.5651,2985163835.5392,334731346.05396,38000,,25.32
230,Ni podatka,USA,3000454505.743,3832504453.787,231985602.50747,5900,1.2,14.7795
231,The Hartford,USA,31841726164.3,23347334305.882,3643551125.7648,19100,0.64,11.8054
232,Hasbro,USA,9800939759.9961,3640810325.6702,,4985,0.05,
233,HCA Healthcare,USA,81625373507.008,62265839149.237,9369253823.3995,226000,0.55,16.7473
234,Ni podatka,USA,1722141175.6033,2936131778.3468,171533830.42085,7000,2.28,
235,Ni podatka,USA,7169872969.1473,10940074877.62,445380015.37323,25000,,21.9841
236,The Hershey Company,USA,31252225232.336,9674314295.4293,1636651646.4925,18540,0.92,23.2245
237,Hewlett Packard Enterprise,USA,26029905609.133,27107369435.668,1467184550.643,61000,1.89,22.2692
238,Hologic,USA,12691235809.073,3459317969.4057,681774023.53287,7063,,27.5289
239,Hormel Foods,USA,11878242582.419,10213040823.025,885775200.5744,20000,13.09,18.5441
240,HP,USA,22696224408.624,46506238605.261,2982333102.9415,58000,4.57,10.8206
241,Humana,USA,30686534617.482,105443718639.61,2459011584.878,65680,0.21,22.8093
242,Ni podatka,USA,22242104091.381,6583059227.2282,2225187076.807,20092,0.0,13.0882
243,Ni podatka,USA,9251707101.5502,9908848842.0248,620106021.40427,44000,0.41,19.8321
244,IDEX,USA,10653975856.768,2861395298.7671,564176569.47374,9000,0.52,26.6914
245,IDEXX Laboratories,USA,44337104837.141,3458303016.8706,1080825952.307,11000,,53.4294
247,Illinois Tool Works,USA,66349737742.873,13524135466.814,3868810633.5402,44000,0.4,23.2299
248,Illumina,USA,13445860956.912,3669246126.6518,1289889044.5232,8970,,12.5215
249,Intercontinental Exchange,USA,86848249183.734,10752501371.145,4149742643.2371,12842,0.09,36.4486
250,Ni podatka,USA,22140525216.067,18786471648.455,,65000,1.22,
251,Interpublic Group,USA,8372835565.2941,8860664105.8445,793290327.38209,51500,0.85,22.4286
252,Intuit,USA,159645092492.63,15574596537.59,3919344135.2844,18800,0.76,53.8871
253,Ni podatka,USA,8426217580.5767,5270130331.9097,926561731.98223,8495,0.05,23.7204
254,IPG Photonics,USA,3072991205.4628,810243888.96728,,4740,,
255,IQVIA,USA,27480031803.699,13447050464.153,1907425565.8388,89000,,27.0387
256,Iron Mountain,USA,23265244328.169,5518527331.4836,776383016.7985,28850,0.11,656.929
257,Ni podatka,USA,10162306139.701,1986933607.0832,487088140.81287,7200,0.05,27.6492
258,Jacobs Engineering,USA,15041026784.261,6608910111.1205,426429095.7191,45000,0.98,36.5448
259,Ni podatka,USA,11937179870.597,10332895154.662,697543902.0772,33646,1.24,25.85
260,Ni podatka,Ireland,60896238428.874,17200233593.702,1779807061.4338,94000,0.57,32.145
262,Ni podatka,USA,23664457429.693,10828729873.776,1387530047.8935,24000,0.36,19.7687
263,KeyCorp (KeyBank),USA,18172927212.109,4232823146.1048,115627503.99113,16989,0.21,1657.3275572062
264,Keysight,USA,24507622260.844,4375002151.0124,911316031.45599,15400,0.92,39.0
265,Kimberly-Clark,USA,36578309354.481,16173290058.255,2377644082.0694,38000,1.14,17.4891
266,Ni podatka,USA,12992488768.463,1794220243.9313,401531496.35971,717,0.09,29.0909
267,Kinder Morgan,USA,51405744929.578,13677448972.106,3843972132.6828,10933,0.67,22.1393
268,KLA,USA,101043990415.36,10411753112.384,3977971562.3081,15000,0.57,32.321
269,Ni podatka,USA,1474966285.0876,13765668475.151,385425013.30376,87000,4.95,14.1009
270,Kraft Heinz,USA,28020143956.486,21678015748.262,,36000,0.9,2367.3660817146
271,Kroger,USA,38201255931.589,125881522345.07,2788764096.2601,409000,0.76,16.4939
273,Lam Research,USA,112833924857.26,15790084236.528,5103138521.1456,18600,0.41,28.8258
274,Lamb Weston,USA,6713863034.6871,5525538640.7256,415488164.34145,10700,0.72,21.8872
275,Las Vegas Sands,USA,33930470182.638,9948247843.3847,2287711578.9652,39900,1.78,29.1465
276,Ni podatka,USA,1127980773.8466,3630018425.2977,170871755.898,17700,0.0,9.41671
277,Leidos,USA,19928995107.603,14605895004.153,1745547060.2512,47000,1.11,16.9813
278,Lennar,USA,29371234738.226,30296099346.234,3711368798.1057,13265,0.15,11.0116
279,Lincoln National Corporation,USA,6944790571.8741,15473529534.101,1323292545.6762,9783,0.8,5.87576
280,LKQ Corporation,USA,7106979281.2164,12030399415.255,819670528.29266,47000,0.53,11.8132
281,Ni podatka,USA,17147778517.012,15229427025.676,1533991552.949,13000,0.16,15.3206
282,Lowe's Companies,USA,123747076910.37,71295062460.899,8966698809.5045,300000,0.44,19.5699
283,LyondellBasell,USA,15388956665.582,30109402039.289,492487516.99924,20000,0.75,8.50228
285,Marathon Petroleum,USA,46688492054.304,114394143948.55,4826377666.5926,18300,0.79,26.5237
286,Ni podatka,USA,5841982512.0483,717024995.24963,317814613.97004,891,2.65,30.6807
287,Marriott International,USA,62834146351.125,22004342259.526,3388314116.9548,418000,0.22,30.3993
288,Marsh & McLennan Companies,USA,86926924617.874,22096844262.719,4725310663.1041,90000,0.03,24.6055
289,Martin Marietta Materials,USA,31626058086.456,5724846197.6051,1345561546.4449,9400,0.71,33.8469
290,Masco,USA,13189006327.886,6563359726.5482,974697033.64372,18000,1.33,19.9199
291,Ni podatka,USA,16059558968.666,5775208399.3435,772134776.65186,14100,1.16,24.2569
293,MetLife,USA,46023259088.238,61734809130.907,5783088199.6155,45000,0.38,13.6182
294,Ni podatka,USA,22637966838.869,3311766139.8126,936993902.34232,16000,0.17,31.8627
295,Ni podatka,USA,9229680716.4059,14741780446.844,773383553.69496,60000,0.45,21.6339
296,Microchip Technology,USA,30160893889.195,3627962825.2268,Ni podatka,19400,2.1,326.25
297,Micron Technology,USA,116941255427.96,28960835499.644,6870843237.1616,48000,3.61,21.8247
298,Mid-America Apartment Communities,USA,14816274160.055,1884432822.5452,504181311.90288,2532,0.2,29.5955
299,Ni podatka,USA,7050052205.4594,9150931965.8637,500110367.26236,41900,0.2,17.5238
300,The Mosaic Company,USA,9228772963.4146,9638537432.6944,1259568943.4767,13765,1.37,11.5085
301,MSCI,USA,37673997911.981,2558124911.7991,1382442437.7179,6184,0.28,37.5777
303,Nasdaq,USA,46806214022.911,6947928239.8224,1568251554.1315,9377,0.42,36.2129
304,NOV,USA,4198578603.0348,7528635259.8667,597837020.6356,34010,0.69,10.8197
305,Ni podatka,USA,20089727903.935,5628918194.294,1239355542.779,11700,4.54,21.1207
306,Newmont,USA,68651820378.238,17630196608.543,7453263257.2651,22200,0.8,13.0771
308,News Corp,USA,14973553109.74,7651114764.0944,884764530.53951,23900,0.18,39.593
310,Nike,USA,98566061554.151,39663659869.075,3170763109.4456,79400,0.18,25.887
312,Norfolk Southern,USA,53381825838.49,10430457360.029,4396414651.7515,19600,2.0,18.7197
313,Ni podatka,USA,21390817721.389,6737143582.5467,1954104817.45,23400,0.44,15.3205
314,Northrop Grumman,USA,72097857718.562,34689107697.368,4063236140.2512,97000,0.22,23.6199
316,Ni podatka,USA,9828063594.7883,8188991643.6603,1185387475.9161,41700,2.05,15.4817
317,Ni podatka,USA,24629047160.011,25152836368.203,1010670034.8854,15637,0.36,53.8623
318,Ni podatka,USA,29450190830.295,26385121503.238,1867307104.454,32700,0.35,27.0397
319,NVR,USA,19109782676.638,9078071221.3488,1703475778.7991,7000,0.51,16.0081
320,O'Reilly Automotive,USA,75573455355.329,14665010636.194,2830210132.6907,93419,0.06,37.0246
321,Occidental Petroleum,USA,40059141261.638,23253975802.66,4049532139.7781,13323,1.37,26.5419
322,Ni podatka,USA,26947330774.368,4829479909.6997,1228375212.4,21817,2.68,29.1245
323,Paccar,USA,45280904831.318,26636808319.426,3299752013.8979,30100,0.75,17.2103
324,Ni podatka,USA,16696531435.324,7400845455.4558,1066856436.8248,15400,2.83,21.5358
325,Ni podatka,USA,83204551479.98,16953339751.68,3444688948.9007,61120,0.16,29.069
326,Paychex,USA,42801916486.422,4772161214.7212,1953933517.4441,16500,0.05,28.6612
327,Ni podatka,USA,10875561431.649,1678660403.4425,485904457.77202,7306,0.96,30.4191
329,Perrigo,Ireland,2799874861.3156,3705219127.8934,242046908.35476,8379,0.54,2035.0440702438
330,Phillips 66,USA,45976743544.616,113885382930.99,2693692592.9785,13200,0.16,31.8537
331,PNC Financial Services,USA,69354742196.037,18929507153.392,6541090725.7795,53686,0.2,14.0355
332,Ni podatka,USA,21500167313.132,12521173932.195,1474036550.8795,46000,0.81,25.1629
333,Principal,USA,15306039788.48,12959530647.326,1156788939.929,19700,0.77,31.1615
334,Progressive,USA,123609147570.82,70555217735.362,11485237146.437,66308,0.58,15.1266
335,Prologis,USA,89535955814.49,7332127601.5838,4063750040.2689,2703,0.04,34.5521
336,Prudential Financial,USA,32778499185.563,50924065757.751,1767816061.0199,37936,0.67,24.128
337,Public Storage,USA,43830854063.57,4067915199.9127,1566958239.0869,5900,0.16,31.7378
338,Ni podatka,USA,3428198239.9315,7438360156.7507,144491554.98743,16000,1.87,11.5926
339,Ni podatka,USA,7260500922.8675,3127148414.9401,84199948.406339,6200,0.46,103.966
340,Ni podatka,USA,49257620709.767,22314335315.226,1117929533.5877,58400,1.15,61.2635
341,QUALCOMM,USA,148605511058.65,37049621778.846,11101953383.207,49000,0.64,15.3582
342,Ni podatka,USA,17163130505.766,9012093311.0714,1074907537.1027,55000,0.31,21.157
344,Realty Income,USA,45521783007.696,4678286241.9809,1760638590.7722,468,0.72,56.4369
345,Ni podatka,USA,11296512366.883,1280092397.1851,522098436.02133,495,0.36,33.5692
346,Regeneron Pharmaceuticals,USA,52615759494.736,12174462720.227,4175266344.1181,15158,1.25,13.8795
347,Ni podatka,USA,20887275296.84,6247311215.6391,2220048076.6296,19644,0.29,12.7116
348,Ni podatka,USA,62333971821.732,14017650783.849,2196237375.8078,42000,0.77,34.4313
349,ResMed,USA,34533881223.242,4407829227.6455,1445249584.8858,9980,2.33,30.7687
350,Ni podatka,USA,33621121996.088,6904674988.3294,966217683.35104,27000,0.02,40.764
351,Rollins,USA,23344896802.726,3058107660.557,564747854.99346,20000,0.76,55.6832
352,Roper Technologies,USA,48536536815.693,6396427870.7862,1679853507.9837,18200,0.39,36.7218
353,Ross Stores,USA,41754322173.398,18205869977.914,2414944658.3569,107000,0.83,24.6772
354,Royal Caribbean Group,USA,85112450053.1,14718096508.026,4259374647.0213,105950,1.89,27.2202
355,SBA Communications,USA,18949521736.451,2333554886.5476,834881112.31768,1720,1.0,25.2191
356,SLB (Schlumberger),USA,46607409978.417,30387764548.898,4965987171.4115,110000,1.39,12.3838
357,Sempra Energy,USA,45512117850.243,11422284394.264,1752399060.4877,16773,1.0,19.5769
358,ServiceNow,USA,165049399488.0,10326820856.452,1736982059.9556,26293,4.57,115.641
359,Sherwin-Williams,USA,78199094484.935,19767935032.332,2806836246.8839,63890,0.33,35.9
360,Ni podatka,USA,9547356549.9631,3436021168.6015,396730813.694,10100,1.44,29.8016
361,Ni podatka,USA,3696442976.3585,771982319.6466,Ni podatka,1221,0.0,4871.7721681595
362,Snap-on,USA,14615946669.236,4343225999.9156,1169636440.3725,13000,0.93,17.1457
363,Southern Company,USA,86907867944.448,24292910338.521,4410118652.2245,28314,1.11,21.9097
364,Southwest Airlines,USA,14835179979.844,23529768812.18,572142019.74869,71506,0.63,47.7971
365,Ni podatka,USA,9983225331.2161,12985910848.236,745583275.73538,48000,0.58,23.7539
366,Starbucks,USA,85694829290.098,31424386534.679,3489209820.4374,361000,0.41,37.9554
367,Stryker Corporation,USA,127595879429.14,20400117704.153,2870131599.0686,53000,0.89,51.0039
369,Synchrony,USA,24403571841.637,12830370442.867,3632416625.3805,20000,1.08,9.2154
370,Synopsys,USA,97022941108.695,5328557337.9264,1314479160.372,20000,1.49,43.6019
371,Sysco,USA,32599155260.269,69195869964.441,2685632927.7003,76000,0.88,20.5129
372,T-Mobile US,USA,241520377853.13,71990540484.905,16649504074.693,70000,0.32,23.7498
373,Ni podatka,USA,20376770801.523,6078837659.8239,2380984432.1847,8084,1.0,12.2627
374,Ni podatka,USA,37113860815.911,4967014971.447,,12928,1.24,20119.185694456
375,Ni podatka,UK,13046425960.213,8123046280.3841,1009042684.8292,21000,1.37,17.1574
376,Teleflex,USA,4777570211.1159,2604909512.9139,280867772.19474,14100,2.53,39.3209
377,Textron,USA,12280817439.706,12044103415.728,888190530.65777,34000,1.75,18.1216
379,TJX Companies,USA,131022067237.38,48813649684.906,5579241192.5793,364000,0.08,31.9337
380,Tractor Supply,USA,28437080606.27,12974653868.348,1200127841.4249,52000,0.43,30.7108
381,TransDigm Group,USA,67476018014.709,7347913753.6287,3406300617.5756,16600,0.22,46.4009
383,Ni podatka,USA,17100670083.514,46376050600.767,1412368548.7509,138000,2.28,24.8319
384,UDR Apartments,USA,12604711600.518,1447686327.4699,299746745.84639,1419,0.05,102.632
385,Ni podatka,USA,20427083997.756,9779665512.0658,1351163056.6382,20000,0.6,22.38
387,Ni podatka,USA,1824405799.1012,4380751835.7109,140077153.83506,6500,0.81,420.54151451588
388,United Parcel Service,USA,63353103912.462,77353087170.005,6185643213.5105,490000,0.67,12.9673
389,Ni podatka,USA,52641594057.164,13489018965.602,2899252600.0738,27900,0.62,25.2709
390,Ni podatka,USA,9877676900.3088,14098234589.13,1567360794.1008,99300,0.65,9.37992
391,Unum,USA,10111921901.93,10987096729.243,1645079606.7834,10833,0.32,8.27208
392,VF Corporation,USA,4984995716.3876,8133578661.2476,157613991.94038,16200,0.27,1276.1850440502
393,VeriSign,USA,21761216024.094,1368858347.249,952085432.86324,929,0.14,32.4195
394,Verisk Analytics,USA,31853868127.983,2557937338.2926,1014695585.0244,7800,0.56,40.8267
395,Vertex Pharmaceuticals,USA,86093749454.907,9780202537.5843,3760891629.8151,6100,0.76,27.7263
396,Vulcan Materials,USA,32948890122.9,6504775124.526,1235929542.6607,11971,0.0,41.0663
397,W. R. Berkley,USA,23143344064.633,12196955267.504,2047197805.6633,8606,0.6,16.0813
398,Wabtec,USA,28578497120.591,9046353312.254,1486027551.2934,29500,0.07,29.1313
399,Walgreens Boots Alliance,USA,8881408783.2325,132397774569.99,,193000,0.0,1026.0870354176
400,Waters Corporation,USA,15174909387.282,2608947054.0533,736789589.93185,7600,1.03,26.743
401,WEC Energy Group,USA,29307351731.093,7971188825.1424,1570050204.1936,7000,1.27,20.2882
402,Western Digital,USA,24377258406.616,11373463892.579,1533135052.9194,51000,1.7,15.0256
403,Western Union,USA,2354046889.5749,3514990471.3273,618649971.35401,9100,0.47,3.19925
405,Ni podatka,USA,16036431001.147,6026334208.0116,472788016.31927,9400,0.65,68.2895
406,Whirlpool,USA,4522135974.3311,13295449958.92,477927016.49666,44000,0.15,8090.4992792606
407,Ni podatka,USA,60664562324.365,9614212831.8548,3965595136.8809,5829,0.89,30.0518
408,Willis Towers Watson,UK,27307437701.614,8400552289.9628,488205016.85143,49000,0.98,209.513
409,Ni podatka,USA,11286995431.898,5970074147.0697,956042462.99982,28000,2.87,35.2056
410,Xerox,USA,420312931.78799,5288031182.5275,,17600,0.52,334.03501152992
412,Xylem,USA,30023301339.166,7477245258.0929,993540034.29413,23000,0.15,47.8439
413,Zebra Technologies,USA,14022750700.217,4445235153.4367,683487023.592,9900,0.18,30.2064
414,Zimmer Biomet,USA,17825448137.587,6709649931.5977,833288878.76272,17000,1.62,25.5
415,Ni podatka,USA,7310126068.6444,2779342595.9349,940437032.46117,9392,0.32,10.5695
416,Zoetis,USA,58756155058.749,8038252777.4572,2841867098.093,13800,0.37,26.5962
417,Samsung,S. Korea,282454263954.23,189154197856.47,20316780251.276,,0.14,14.4321
418,Incyte,USA,13999150876.554,3927049209.5504,1081288462.323,2617,1.34,18.6
419,Ni podatka,USA,14729108823.542,9681019834.1608,,22400,0.48,5747.1151983738
420,Tencent,China,598245840131.83,73830231801.506,23212178601.217,109414,0.79,26.4088
421,Nestlé,Switzerland,206589981593.39,86973761717.302,12553892233.324,270000,0.24,20.0996
422,China Construction Bank,China,222019243050.22,87772088711.094,44686861242.461,376847,0.33,6.5505
423,LVMH,France,255422873600.0,75476854814.491,16143912107.241,200518,0.02,17.8085
424,Ping An Insurance,China,124394952212.99,86686614283.885,18314540132.165,273053,1.77,8.0224
425,Bank of China,China,197941525318.97,75271251222.678,35213885265.481,312757,0.18,7.49159
426,L'Oréal,France,214055157760.0,38759218378.367,7516130359.4351,94397,0.31,0.0
427,AXA,France,84673224704.0,114907740452.66,6280860321.7971,100041,0.49,0.0
428,Adidas,Germany,30156922880.0,23167979144.164,1746155175.2722,46045,0.47,22.0358
429,Schneider Electric,France,119206993920.0,34005271917.242,5383376765.8186,155822,0.85,31.1676
430,Allianz SE,Germany,139564367872.0,115072620888.07,14470567999.482,156626,0.5,15.3841
431,Roche,Switzerland,223908122366.12,59166243593.38,11182721335.995,103249,0.11,18.9833
433,JPMorgan Chase,USA,709068338722.16,150449369193.08,60850044600.368,318477,0.6,15.4158
434,UnitedHealth,USA,234489321365.7,362143629500.15,22776905286.193,400000,0.52,12.9762
435,Exxon Mobil,USA,413894528319.08,282118262237.91,38665837334.633,61000,0.53,16.1009
436,Verizon,USA,158643452407.37,117340504050.25,20514888708.115,99400,0.77,10.1926
437,Merck,USA,178015192425.02,54487105880.737,17505147604.227,73000,1.02,12.7661
438,Comcast,USA,106161022970.36,106363599671.36,23581158813.953,182000,0.71,8.14517
439,Chevron,USA,274937475567.23,160795889550.21,19808276183.724,45298,0.05,20.4256
440,Kweichow Moutai,China,223248113031.86,21642337242.565,14858219912.863,34750,2.34,20.3974
441,Wells Fargo,USA,224932357543.98,69772205408.335,20025827191.234,215367,0.63,13.8949
442,Salesforce,USA,208412733572.3,33053192640.901,6462292723.0597,76453,1.75,40.5949
443,Citigroup,USA,152659081602.92,71186286957.145,16152734057.546,229000,0.05,14.0977
